,No_discs,Shannon,Distance,Nb
687,8,10.281712569432237,0.4292065612252176,80582
688,8,10.273669362581135,0.4291735282928572,80604
689,8,10.270699587512723,0.43204976835611913,80449
690,8,10.27616749071383,0.4294415521892578,80546
691,8,10.272824693741773,0.4300814416151565,80663
692,8,10.274656443799035,0.4294355422905368,80541
693,8,10.271422512703612,0.4290494878504963,80552
694,8,10.275756424866305,0.4288167508999945,80726
695,8,10.280663484348901,0.4305052913624215,80547
696,8,10.259261333746357,0.4310978212008092,80575
697,8,10.274036324654134,0.4305072729219049,80696
698,8,10.2691484360332,0.4302057213060051,80490
699,8,10.27522827921998,0.43068705555027476,80610
700,8,10.278386975806336,0.42996827944469945,80682
701,8,10.274187813919015,0.4299736854408597,80632
702,8,10.270018517799999,0.4317393117175423,80662
703,8,10.278852128831902,0.42995288934990156,80610
704,8,10.275690608335143,0.42997458318195714,80600
705,8,10.275822343392448,0.4310934903319356,80542
706,8,10.283612907010996,0.42980216003957405,80511
707,8,10.267203378191047,0.43015251951548417,80474
708,8,10.270806959519332,0.4319441198154772,80523
709,8,10.282397707446309,0.42930100318778086,80708
710,8,10.26704186732526,0.4301601952160496,80655
711,8,10.272489216694616,0.4308498850124931,80535
712,8,10.27065063349476,0.4294843662351154,80602
713,8,10.267617777577534,0.43071421766778684,80575
714,8,10.262284454252436,0.4310522574703446,80564
715,8,10.269271704676438,0.4298028273847523,80520
716,8,10.2692230509318,0.4296116979947409,80512
717,8,10.278773722966665,0.42905015781082245,80596
718,9,10.324971562144068,0.41323720062960695,82221
719,9,10.328598608701741,0.4134117367784126,82221
720,9,10.320544963827668,0.41445135812258677,82092
721,9,10.320905127880907,0.4147320367915323,82041
722,9,10.327607063874861,0.4143327770745457,82246
723,9,10.337371239046808,0.41412769963594626,82102
724,9,10.320129221900311,0.414271262077342,82070
725,9,10.328434256447519,0.4163283857280715,82202
726,9,10.320541714492714,0.4146566462934819,82118
727,9,10.328737977822273,0.41413863837980364,82075
728,9,10.327938205914363,0.4144293260444103,82115
729,9,10.328424152511232,0.4134532014329601,82222
730,9,10.327694016337599,0.41369767579513095,82095
731,9,10.316504051499573,0.41472768782596015,82191
732,9,10.338546637536844,0.4124721869970468,82198
733,9,10.32797649838475,0.41398411796263834,82106
734,9,10.317600453756873,0.4143749778890651,82102
735,9,10.336407620552984,0.41358985941116355,82304
736,9,10.3215093892921,0.41305008281751554,82086
737,9,10.325127979894013,0.4156904324825375,82192
738,9,10.323620274173798,0.4139995292504974,82129
739,9,10.329009135333205,0.4128620883874327,82211
740,9,10.326449270105318,0.413630922256605,82207
741,9,10.325716631274629,0.4140382686046155,82205
742,9,10.329780765833497,0.41452061927375755,82241
743,9,10.316199407056233,0.414534787634287,82151
744,9,10.322365989000012,0.4150405037255619,82107
745,9,10.333738922786614,0.41364822728154976,82136
746,9,10.328530233338906,0.41290862282805596,82118
747,9,10.318674197349557,0.4152713970416715,82134
748,9,10.326663766926297,0.4123755973978749,82135
749,9,10.324187145593795,0.4141589988236665,82149
750,9,10.320959367581285,0.4137211736089534,82099
751,9,10.331715689359568,0.41420962307079523,82195
752,9,10.33546632126926,0.41287085805917534,82179
753,9,10.325542189922945,0.41401191071897814,82140
754,9,10.31586941614632,0.41451172349451343,82064
755,9,10.32172878073716,0.4159147661369774,82134
756,9,10.319161075653978,0.41357359621617545,82130
